step,loss,perplexity,timestamp
19400,4.1944,66.31,2025-12-24T21:05:13.112152
19450,4.0100,55.15,2025-12-24T21:06:03.801116
19500,4.1035,60.55,2025-12-24T21:06:54.413519
19550,3.9592,52.42,2025-12-24T21:07:45.096476
19600,3.8488,46.94,2025-12-24T21:08:35.749839
19650,4.1098,60.93,2025-12-24T21:09:26.435258
19700,3.9889,54.00,2025-12-24T21:10:17.093535
19750,4.1422,62.94,2025-12-24T21:11:07.696226
19800,4.2201,68.04,2025-12-24T21:11:58.291372
19850,4.0547,57.67,2025-12-24T21:12:48.958566
19900,4.0548,57.68,2025-12-24T21:13:39.611667
19950,4.2189,67.96,2025-12-24T21:14:30.273039
20000,4.1097,60.93,2025-12-24T21:15:20.923860
20050,4.0365,56.63,2025-12-24T21:16:14.861527
20100,3.8968,49.25,2025-12-24T21:17:05.468262
20150,3.9939,54.26,2025-12-24T21:17:56.125009
20200,4.0900,59.74,2025-12-24T21:18:46.730185
20250,3.8665,47.78,2025-12-24T21:19:37.326692
20300,4.0762,58.92,2025-12-24T21:20:27.924255
20350,4.0959,60.09,2025-12-24T21:21:18.503318
20400,4.0665,58.35,2025-12-24T21:22:09.086608
20450,4.0764,58.93,2025-12-24T21:22:59.703252
20500,4.1221,61.69,2025-12-24T21:23:50.352816
20550,4.0523,57.53,2025-12-24T21:24:40.992999
20600,4.1575,63.91,2025-12-24T21:25:31.640401
20650,4.1101,60.95,2025-12-24T21:26:22.279861
20700,4.2484,69.99,2025-12-24T21:27:12.957362
20750,4.0582,57.87,2025-12-24T21:28:03.625372
20800,4.0580,57.86,2025-12-24T21:28:54.304335
20850,4.1392,62.75,2025-12-24T21:29:44.969660
20900,4.0181,55.59,2025-12-24T21:30:35.652836
20950,4.0977,60.20,2025-12-24T21:31:26.320305
21000,4.0420,56.94,2025-12-24T21:32:17.029842
21050,4.0085,55.06,2025-12-24T21:33:10.975200
21100,4.0608,58.02,2025-12-24T21:34:01.639563
21150,3.9965,54.41,2025-12-24T21:34:52.284038
21200,3.9419,51.52,2025-12-24T21:35:42.982975
21250,4.1444,63.08,2025-12-24T21:36:33.630093
21300,4.2749,71.87,2025-12-24T21:37:24.324911
21350,4.0177,55.57,2025-12-24T21:38:14.969732
21400,4.0941,59.99,2025-12-24T21:39:05.635791
21450,4.0220,55.81,2025-12-24T21:39:56.346773
21500,4.0963,60.12,2025-12-24T21:40:47.020241
21550,4.0171,55.54,2025-12-24T21:41:37.679792
21600,4.1678,64.57,2025-12-24T21:42:28.372251
21650,4.0795,59.11,2025-12-24T21:43:19.045481
21700,3.9935,54.24,2025-12-24T21:44:09.750943
21750,3.9998,54.59,2025-12-24T21:45:00.446090
21800,4.0222,55.82,2025-12-24T21:45:51.162290
21850,3.9614,52.53,2025-12-24T21:46:41.810919
21900,3.9027,49.54,2025-12-24T21:47:32.495803
21950,3.8764,48.25,2025-12-24T21:48:23.167421
22000,3.9930,54.22,2025-12-24T21:49:13.791240
22050,4.0044,54.84,2025-12-24T21:50:07.724754
22100,4.0922,59.87,2025-12-24T21:50:58.318863
22150,4.1018,60.45,2025-12-24T21:51:48.927986
22200,3.9009,49.45,2025-12-24T21:52:39.564111
22250,4.0519,57.51,2025-12-24T21:53:30.172624
22300,4.0735,58.77,2025-12-24T21:54:20.784281
22350,4.0136,55.35,2025-12-24T21:55:11.390949
22400,4.0353,56.56,2025-12-24T21:56:01.996881
22450,4.0351,56.55,2025-12-24T21:56:52.678633
22500,4.0026,54.74,2025-12-24T21:57:43.272329
22550,3.9549,52.19,2025-12-24T21:58:33.937058
22600,3.9715,53.06,2025-12-24T21:59:24.617525
22650,4.0821,59.27,2025-12-24T22:00:15.305152
22700,4.0589,57.91,2025-12-24T22:01:05.863565
22750,4.0657,58.31,2025-12-24T22:01:56.495126
22800,4.0562,57.76,2025-12-24T22:02:47.127020
22850,4.0353,56.56,2025-12-24T22:03:37.783948
22900,4.1130,61.13,2025-12-24T22:04:28.446683
22950,3.9766,53.33,2025-12-24T22:05:19.035996
23000,4.0021,54.71,2025-12-24T22:06:09.645462
23050,3.9471,51.78,2025-12-24T22:07:03.528609
23100,3.9983,54.51,2025-12-24T22:07:54.184700
23150,4.0846,59.42,2025-12-24T22:08:44.766418
23200,4.1107,60.99,2025-12-24T22:09:35.349402
23250,3.9595,52.43,2025-12-24T22:10:25.914147
23300,4.0496,57.37,2025-12-24T22:11:16.561054
23350,4.0957,60.08,2025-12-24T22:12:07.128877
23400,3.9786,53.44,2025-12-24T22:12:57.725241
23450,4.0392,56.78,2025-12-24T22:13:48.334602
23500,3.9161,50.21,2025-12-24T22:14:38.916702
23550,4.0351,56.55,2025-12-24T22:15:29.521032
23600,3.9853,53.80,2025-12-24T22:16:20.104074
23650,4.0722,58.68,2025-12-24T22:17:10.712885
23700,4.1544,63.71,2025-12-24T22:18:01.305312
23750,4.0068,54.97,2025-12-24T22:18:51.900423
23800,4.1213,61.64,2025-12-24T22:19:42.492482
23850,3.9958,54.37,2025-12-24T22:20:33.071630
23900,4.0280,56.15,2025-12-24T22:21:23.652834
23950,3.9824,53.65,2025-12-24T22:22:14.281812
24000,4.0110,55.20,2025-12-24T22:23:04.901685
24050,3.9696,52.96,2025-12-24T22:23:58.755691
24100,4.0363,56.62,2025-12-24T22:24:49.417755
24150,3.9575,52.33,2025-12-24T22:25:40.030768
24200,3.8854,48.68,2025-12-24T22:26:30.667907
24250,3.8867,48.75,2025-12-24T22:27:21.272105
24300,3.9474,51.80,2025-12-24T22:28:11.863695
24350,3.9928,54.21,2025-12-24T22:29:02.456474
24400,3.9867,53.88,2025-12-24T22:29:53.122093
24450,3.9578,52.34,2025-12-24T22:30:43.745885
24500,3.9025,49.53,2025-12-24T22:31:34.345730
24550,3.8960,49.20,2025-12-24T22:32:24.954640
24600,4.0615,58.06,2025-12-24T22:33:15.530917
24650,3.9155,50.17,2025-12-24T22:34:06.141461
24700,3.9846,53.77,2025-12-24T22:34:56.709075
24750,3.8936,49.08,2025-12-24T22:35:47.321689
24800,4.0225,55.84,2025-12-24T22:36:37.909979
24850,3.9317,50.99,2025-12-24T22:37:28.498998
24900,3.9955,54.35,2025-12-24T22:38:19.095558
