step,loss,perplexity
545,6.1566047191619875,471.82337930173617
829,3.914768409729004,50.13745881872057
1000,6.313365936279297,551.8994844339378
2000,6.42689323425293,618.2502026941638
2244,5.971325969696045,392.0251397290838
2431,3.912113027572632,50.00450130983003
3000,6.0641584396362305,430.16051926142234
4000,6.526219367980957,682.811865160117
5000,6.418973445892334,613.3731301182854
6000,6.237096786499023,511.37173245175745
7000,6.688353538513184,802.9990561273916
8000,6.451088905334473,633.3916209524621
9000,6.425019264221191,617.0927052387086
10000,6.715370178222656,824.9891033795417
11000,6.478444576263428,650.9576434477124
12000,6.6873064041137695,802.1586482797985
13000,6.631532669067383,758.6440302795686
14000,7.060659408569336,1165.2132641111182
15000,6.798953056335449,896.9077880061994
16000,6.769879341125488,871.2067688205649
17000,7.028512001037598,1128.3503762141568
18000,6.796906471252441,895.0740669795288
19000,6.927783012390137,1020.229634079104
20000,7.020841598510742,1119.7285832205923
21000,7.185158729553223,1319.6986968370636
22000,7.210067272186279,1352.9832824562407
23000,7.119996070861816,1236.4455752905678
24000,7.093269348144531,1203.8371366361619
25000,6.590817928314209,728.3763859903945
26000,7.070113658905029,1176.28172154413
27000,7.312900066375732,1499.5195958739507
28000,7.152257919311523,1276.9860338836347
29000,7.1663055419921875,1295.0512413905708
30000,6.784994602203369,884.4753127143515
31000,7.210700035095215,1353.8396710106713
32000,7.3408708572387695,1542.0544383650092
33000,7.304181098937988,1486.5021650885828
34000,7.413936138153076,1658.943342737492
35000,7.292662620544434,1469.4781555826482
36000,7.232493877410889,1383.668905477064
37000,7.321553707122803,1512.5522081929676
38000,7.177431106567383,1309.5398652171853
39000,7.28952693939209,1464.8775574005244
40000,7.379698753356934,1603.1067645533112
41000,7.344656944274902,1547.9038568996048
42000,7.307788848876953,1491.8747788800604
43000,7.255558013916016,1415.9529041451046
44000,7.321536064147949,1512.5255225078017
45000,7.472766876220703,1759.4681875758156
46000,7.140390396118164,1261.92094198386
47000,7.712031841278076,2235.0789734001837
48000,7.263436794281006,1427.1529494957224
49000,7.09873104095459,1210.4301132873138
50000,7.445355415344238,1711.893617301464
51000,7.335803985595703,1534.2608077959944
52000,7.406309127807617,1646.3386936965494
53000,7.339168071746826,1539.430884748004
54000,7.731616497039795,2279.283679756909
55000,7.6311187744140625,2061.354921408854
56000,7.465725898742676,1747.1233226517938
57000,7.612783908843994,2023.904628202807
58000,6.955229759216309,1048.6194402572626
59000,7.580055236816406,1958.7371568046772
60000,7.203650951385498,1344.3298988083561
61000,7.694267272949219,2195.7243541235066
62000,7.104104995727539,1216.952419564733
63000,7.422309875488281,1672.8932233485107
64000,7.465312957763672,1746.4020127759504
65000,7.3081865310668945,1492.4681888957205
66000,7.379711627960205,1603.127404049769
67000,7.244115829467773,1399.8436481415229
68000,7.277358055114746,1447.159654122317
69000,7.346975803375244,1551.4973926859755
70000,7.03801155090332,1139.1202704619557
71000,7.541561126708984,1884.7700945900872
72000,7.350490093231201,1556.959396144893
73000,7.559828281402588,1919.5158684986434
74000,7.286159992218018,1459.9536859074308
75000,7.414754390716553,1660.301332894044
76000,7.471920013427734,1757.9787901789787
77000,7.114569664001465,1229.7542897764
78000,7.113207817077637,1228.0806925300924
79000,7.261303901672363,1424.1122294357558
80000,7.20501184463501,1346.1606337276096
81000,7.1647491455078125,1293.03719592459
