step,category,accuracy,mean_log_ratio,correct,total,timestamp
23000,collocation,33.33,-0.0090,1,3,2025-12-24T22:06:12.702227
24000,sv_agreement,60.00,0.3987,3,5,2025-12-24T22:23:07.955577
24000,article,50.00,0.0000,1,2,2025-12-24T22:23:07.955590
24000,collocation,33.33,-0.0013,1,3,2025-12-24T22:23:07.955599
25000,sv_agreement,60.00,1.8207,3,5,2025-12-24T22:40:03.334143
25000,article,50.00,0.0000,1,2,2025-12-24T22:40:03.334157
25000,collocation,33.33,-0.0244,1,3,2025-12-24T22:40:03.334166
26000,sv_agreement,60.00,0.7529,3,5,2025-12-24T22:56:58.464403
26000,article,50.00,0.0000,1,2,2025-12-24T22:56:58.464416
26000,collocation,33.33,-0.0768,1,3,2025-12-24T22:56:58.464425
27000,sv_agreement,60.00,1.0254,3,5,2025-12-24T23:13:53.592525
27000,article,50.00,0.0000,1,2,2025-12-24T23:13:53.592540
27000,collocation,0.00,-0.0000,0,3,2025-12-24T23:13:53.592549
28000,sv_agreement,60.00,0.3819,3,5,2025-12-24T23:30:47.654739
28000,article,50.00,0.0000,1,2,2025-12-24T23:30:47.654752
28000,collocation,33.33,-0.0102,1,3,2025-12-24T23:30:47.654761
29000,sv_agreement,60.00,0.4579,3,5,2025-12-24T23:47:41.475158
29000,article,50.00,0.0000,1,2,2025-12-24T23:47:41.475172
29000,collocation,0.00,-0.0000,0,3,2025-12-24T23:47:41.475181
30000,sv_agreement,40.00,-1.0672,2,5,2025-12-25T00:04:35.424880
30000,article,50.00,0.0000,1,2,2025-12-25T00:04:35.424893
30000,collocation,0.00,-0.0001,0,3,2025-12-25T00:04:35.424903
31000,sv_agreement,60.00,0.0255,3,5,2025-12-25T00:21:29.495540
31000,article,50.00,0.0000,1,2,2025-12-25T00:21:29.495554
31000,collocation,0.00,-0.0024,0,3,2025-12-25T00:21:29.495564
32000,sv_agreement,60.00,1.2105,3,5,2025-12-25T00:38:23.509365
32000,article,50.00,0.0000,1,2,2025-12-25T00:38:23.509378
32000,collocation,0.00,-0.0016,0,3,2025-12-25T00:38:23.509388
33000,sv_agreement,60.00,1.0566,3,5,2025-12-25T00:55:18.191240
33000,article,50.00,0.0000,1,2,2025-12-25T00:55:18.191254
33000,collocation,0.00,-0.0725,0,3,2025-12-25T00:55:18.191264
34000,sv_agreement,60.00,0.1724,3,5,2025-12-25T01:12:12.456889
34000,article,50.00,0.0000,1,2,2025-12-25T01:12:12.456903
34000,collocation,0.00,-0.0021,0,3,2025-12-25T01:12:12.456913
35000,sv_agreement,60.00,0.9046,3,5,2025-12-25T01:29:05.976047
35000,article,50.00,0.0000,1,2,2025-12-25T01:29:05.976061
35000,collocation,0.00,-0.0004,0,3,2025-12-25T01:29:05.976071
36000,sv_agreement,60.00,1.1188,3,5,2025-12-25T01:45:59.324033
36000,article,50.00,0.0000,1,2,2025-12-25T01:45:59.324048
36000,collocation,0.00,-0.0005,0,3,2025-12-25T01:45:59.324057
37000,sv_agreement,60.00,1.4524,3,5,2025-12-25T02:02:54.189684
37000,article,50.00,0.0000,1,2,2025-12-25T02:02:54.189698
37000,collocation,0.00,-0.6723,0,3,2025-12-25T02:02:54.189708
38000,sv_agreement,60.00,1.8901,3,5,2025-12-25T02:19:48.713951
38000,article,50.00,0.0001,1,2,2025-12-25T02:19:48.713964
38000,collocation,0.00,-0.0470,0,3,2025-12-25T02:19:48.713974
39000,sv_agreement,60.00,1.7588,3,5,2025-12-25T02:36:44.190876
39000,article,50.00,0.0000,1,2,2025-12-25T02:36:44.190891
39000,collocation,0.00,-0.0002,0,3,2025-12-25T02:36:44.190900
40000,sv_agreement,60.00,1.5034,3,5,2025-12-25T02:53:40.063296
40000,article,50.00,0.0000,1,2,2025-12-25T02:53:40.063310
40000,collocation,0.00,-0.0000,0,3,2025-12-25T02:53:40.063320
41000,sv_agreement,60.00,2.1984,3,5,2025-12-25T03:10:35.681356
41000,article,50.00,0.0000,1,2,2025-12-25T03:10:35.681370
41000,collocation,0.00,-0.0095,0,3,2025-12-25T03:10:35.681379
42000,sv_agreement,60.00,1.2207,3,5,2025-12-25T03:27:30.873980
42000,article,50.00,0.0000,1,2,2025-12-25T03:27:30.873993
42000,collocation,0.00,-0.0000,0,3,2025-12-25T03:27:30.874003
43000,sv_agreement,60.00,2.8276,3,5,2025-12-25T03:44:25.384212
43000,article,50.00,0.0000,1,2,2025-12-25T03:44:25.384226
43000,collocation,0.00,-0.0000,0,3,2025-12-25T03:44:25.384236
44000,sv_agreement,60.00,1.8038,3,5,2025-12-25T04:01:20.322812
44000,article,50.00,0.0000,1,2,2025-12-25T04:01:20.322826
44000,collocation,0.00,-0.0002,0,3,2025-12-25T04:01:20.322835
45000,sv_agreement,60.00,1.9130,3,5,2025-12-25T04:18:16.703673
45000,article,50.00,0.0000,1,2,2025-12-25T04:18:16.703688
45000,collocation,0.00,-0.0000,0,3,2025-12-25T04:18:16.703698
46000,sv_agreement,60.00,1.1588,3,5,2025-12-25T04:35:12.260693
46000,article,50.00,0.0000,1,2,2025-12-25T04:35:12.260707
46000,collocation,0.00,-0.0000,0,3,2025-12-25T04:35:12.260717
47000,sv_agreement,60.00,1.7216,3,5,2025-12-25T04:52:07.435703
47000,article,50.00,0.0000,1,2,2025-12-25T04:52:07.435718
47000,collocation,0.00,-0.0005,0,3,2025-12-25T04:52:07.435727
48000,sv_agreement,60.00,0.1042,3,5,2025-12-25T05:09:02.793900
48000,article,50.00,0.0000,1,2,2025-12-25T05:09:02.793915
48000,collocation,0.00,-0.0000,0,3,2025-12-25T05:09:02.793924
49000,sv_agreement,60.00,2.0297,3,5,2025-12-25T05:25:57.603513
49000,article,50.00,0.0000,1,2,2025-12-25T05:25:57.603527
49000,collocation,0.00,-0.0001,0,3,2025-12-25T05:25:57.603537
50000,sv_agreement,60.00,1.4886,3,5,2025-12-25T05:42:51.672544
50000,article,50.00,0.0000,1,2,2025-12-25T05:42:51.672559
50000,collocation,0.00,-0.0000,0,3,2025-12-25T05:42:51.672569
51000,sv_agreement,60.00,1.3158,3,5,2025-12-25T05:59:46.724466
51000,article,50.00,0.0000,1,2,2025-12-25T05:59:46.724480
51000,collocation,0.00,-0.0000,0,3,2025-12-25T05:59:46.724490
52000,sv_agreement,60.00,2.1371,3,5,2025-12-25T06:16:41.049492
52000,article,50.00,0.0000,1,2,2025-12-25T06:16:41.049507
52000,collocation,0.00,-0.0001,0,3,2025-12-25T06:16:41.049516
53000,sv_agreement,60.00,1.6261,3,5,2025-12-25T06:33:35.881920
53000,article,50.00,0.0000,1,2,2025-12-25T06:33:35.881935
53000,collocation,0.00,-0.0000,0,3,2025-12-25T06:33:35.881945
54000,sv_agreement,60.00,1.5072,3,5,2025-12-25T06:50:30.164791
54000,article,50.00,0.0000,1,2,2025-12-25T06:50:30.164804
54000,collocation,0.00,-0.0000,0,3,2025-12-25T06:50:30.164814
55000,sv_agreement,60.00,1.9004,3,5,2025-12-25T07:07:23.851354
55000,article,50.00,0.0000,1,2,2025-12-25T07:07:23.851368
55000,collocation,0.00,-0.0000,0,3,2025-12-25T07:07:23.851377
56000,sv_agreement,60.00,1.6394,3,5,2025-12-25T07:24:18.120298
56000,article,50.00,0.0000,1,2,2025-12-25T07:24:18.120313
56000,collocation,0.00,-0.0000,0,3,2025-12-25T07:24:18.120323
57000,sv_agreement,60.00,2.0380,3,5,2025-12-25T07:41:11.807368
57000,article,50.00,0.0000,1,2,2025-12-25T07:41:11.807383
57000,collocation,0.00,-0.0000,0,3,2025-12-25T07:41:11.807392
58000,sv_agreement,60.00,1.0109,3,5,2025-12-25T07:58:05.581523
58000,article,50.00,0.0000,1,2,2025-12-25T07:58:05.581538
58000,collocation,0.00,-0.0000,0,3,2025-12-25T07:58:05.581548
59000,sv_agreement,60.00,1.4113,3,5,2025-12-25T08:14:58.503262
59000,article,50.00,0.0000,1,2,2025-12-25T08:14:58.503276
59000,collocation,0.00,-0.0000,0,3,2025-12-25T08:14:58.503286
60000,sv_agreement,60.00,1.5170,3,5,2025-12-25T08:31:52.076014
60000,article,50.00,0.0000,1,2,2025-12-25T08:31:52.076029
60000,collocation,0.00,-0.0014,0,3,2025-12-25T08:31:52.076039
61000,sv_agreement,60.00,1.5379,3,5,2025-12-25T08:48:45.173548
61000,article,50.00,0.0000,1,2,2025-12-25T08:48:45.173563
61000,collocation,0.00,-0.0001,0,3,2025-12-25T08:48:45.173573
62000,sv_agreement,60.00,1.2900,3,5,2025-12-25T09:05:39.050384
62000,article,50.00,0.0000,1,2,2025-12-25T09:05:39.050398
62000,collocation,0.00,-0.0000,0,3,2025-12-25T09:05:39.050408
63000,sv_agreement,60.00,1.1294,3,5,2025-12-25T09:22:32.698214
63000,article,50.00,0.0000,1,2,2025-12-25T09:22:32.698229
63000,collocation,0.00,-0.0000,0,3,2025-12-25T09:22:32.698239
64000,sv_agreement,60.00,1.8116,3,5,2025-12-25T09:39:26.251579
64000,article,50.00,0.0000,1,2,2025-12-25T09:39:26.251594
64000,collocation,0.00,-0.0000,0,3,2025-12-25T09:39:26.251603
65000,sv_agreement,60.00,1.6530,3,5,2025-12-25T09:56:19.907610
65000,article,50.00,0.0000,1,2,2025-12-25T09:56:19.907634
65000,collocation,0.00,-0.0025,0,3,2025-12-25T09:56:19.907647
66000,sv_agreement,60.00,1.1008,3,5,2025-12-25T10:13:15.037983
66000,article,50.00,0.0000,1,2,2025-12-25T10:13:15.037998
66000,collocation,0.00,-0.0001,0,3,2025-12-25T10:13:15.038007
67000,sv_agreement,60.00,1.4186,3,5,2025-12-25T10:30:08.667365
67000,article,50.00,0.0000,1,2,2025-12-25T10:30:08.667378
67000,collocation,0.00,-0.0000,0,3,2025-12-25T10:30:08.667388
68000,sv_agreement,60.00,1.5850,3,5,2025-12-25T10:47:02.045612
68000,article,50.00,0.0000,1,2,2025-12-25T10:47:02.045634
68000,collocation,0.00,-0.0175,0,3,2025-12-25T10:47:02.045644
69000,sv_agreement,60.00,1.0569,3,5,2025-12-25T11:03:54.677268
69000,article,50.00,0.0000,1,2,2025-12-25T11:03:54.677283
69000,collocation,0.00,-0.0000,0,3,2025-12-25T11:03:54.677293
70000,sv_agreement,60.00,1.2521,3,5,2025-12-25T11:20:47.647966
70000,article,50.00,0.0000,1,2,2025-12-25T11:20:47.647980
70000,collocation,0.00,-0.0000,0,3,2025-12-25T11:20:47.647990
71000,sv_agreement,60.00,1.2993,3,5,2025-12-25T11:37:40.929296
71000,article,50.00,0.0000,1,2,2025-12-25T11:37:40.929310
71000,collocation,0.00,-0.0001,0,3,2025-12-25T11:37:40.929319
72000,sv_agreement,60.00,0.6192,3,5,2025-12-25T11:54:34.148162
72000,article,50.00,0.0000,1,2,2025-12-25T11:54:34.148176
72000,collocation,0.00,-0.0003,0,3,2025-12-25T11:54:34.148186
73000,sv_agreement,60.00,0.7119,3,5,2025-12-25T12:11:27.257047
73000,article,50.00,0.0000,1,2,2025-12-25T12:11:27.257060
73000,collocation,0.00,-0.0006,0,3,2025-12-25T12:11:27.257070
74000,sv_agreement,60.00,1.1374,3,5,2025-12-25T12:28:20.089789
74000,article,50.00,0.0000,1,2,2025-12-25T12:28:20.089803
74000,collocation,0.00,-0.0071,0,3,2025-12-25T12:28:20.089812
75000,sv_agreement,60.00,0.8222,3,5,2025-12-25T12:45:13.689357
75000,article,50.00,0.0000,1,2,2025-12-25T12:45:13.689371
75000,collocation,0.00,-0.0001,0,3,2025-12-25T12:45:13.689380
76000,sv_agreement,40.00,0.6675,2,5,2025-12-25T13:02:07.280022
76000,article,50.00,0.0000,1,2,2025-12-25T13:02:07.280036
76000,collocation,33.33,-0.0001,1,3,2025-12-25T13:02:07.280046
77000,sv_agreement,60.00,1.2585,3,5,2025-12-25T13:19:00.810643
77000,article,50.00,0.0000,1,2,2025-12-25T13:19:00.810658
77000,collocation,0.00,-0.0002,0,3,2025-12-25T13:19:00.810667
78000,sv_agreement,60.00,0.9778,3,5,2025-12-25T13:35:54.468649
78000,article,50.00,0.0000,1,2,2025-12-25T13:35:54.468663
78000,collocation,0.00,-0.0001,0,3,2025-12-25T13:35:54.468673
79000,sv_agreement,60.00,0.8314,3,5,2025-12-25T13:52:48.607892
79000,article,50.00,0.0000,1,2,2025-12-25T13:52:48.607905
79000,collocation,0.00,-0.0000,0,3,2025-12-25T13:52:48.607915
80000,sv_agreement,60.00,1.0255,3,5,2025-12-25T14:09:43.551536
80000,article,50.00,0.0000,1,2,2025-12-25T14:09:43.551550
80000,collocation,33.33,-0.0006,1,3,2025-12-25T14:09:43.551560
81000,sv_agreement,60.00,0.7669,3,5,2025-12-25T14:26:38.134426
81000,article,50.00,0.0000,1,2,2025-12-25T14:26:38.134439
81000,collocation,33.33,-0.0000,1,3,2025-12-25T14:26:38.134448
82000,sv_agreement,60.00,0.5332,3,5,2025-12-25T14:43:33.129791
82000,article,50.00,0.0000,1,2,2025-12-25T14:43:33.129805
82000,collocation,33.33,-0.0000,1,3,2025-12-25T14:43:33.129814
83000,sv_agreement,60.00,1.3918,3,5,2025-12-25T15:00:27.440045
83000,article,50.00,0.0000,1,2,2025-12-25T15:00:27.440058
83000,collocation,0.00,-0.0001,0,3,2025-12-25T15:00:27.440068
84000,sv_agreement,60.00,1.3679,3,5,2025-12-25T15:17:21.848015
84000,article,50.00,0.0000,1,2,2025-12-25T15:17:21.848029
84000,collocation,0.00,-0.0000,0,3,2025-12-25T15:17:21.848038
85000,sv_agreement,60.00,0.8185,3,5,2025-12-25T15:34:16.935659
85000,article,50.00,0.0000,1,2,2025-12-25T15:34:16.935673
85000,collocation,0.00,-0.0000,0,3,2025-12-25T15:34:16.935682
86000,sv_agreement,60.00,0.4584,3,5,2025-12-25T15:51:12.162255
86000,article,50.00,0.0000,1,2,2025-12-25T15:51:12.162268
86000,collocation,0.00,-0.0000,0,3,2025-12-25T15:51:12.162277
87000,sv_agreement,60.00,1.1608,3,5,2025-12-25T16:08:07.557491
87000,article,50.00,0.0000,1,2,2025-12-25T16:08:07.557505
87000,collocation,33.33,-0.0000,1,3,2025-12-25T16:08:07.557514
88000,sv_agreement,60.00,0.6302,3,5,2025-12-25T16:25:03.063888
88000,article,50.00,0.0000,1,2,2025-12-25T16:25:03.063902
88000,collocation,33.33,-0.0000,1,3,2025-12-25T16:25:03.063912
89000,sv_agreement,60.00,0.4691,3,5,2025-12-25T16:41:59.050469
89000,article,50.00,0.0000,1,2,2025-12-25T16:41:59.050482
89000,collocation,33.33,-0.0000,1,3,2025-12-25T16:41:59.050491
90000,sv_agreement,60.00,1.0143,3,5,2025-12-25T16:58:56.061614
90000,article,50.00,0.0000,1,2,2025-12-25T16:58:56.061635
90000,collocation,33.33,-0.0003,1,3,2025-12-25T16:58:56.061644
91000,sv_agreement,60.00,1.4774,3,5,2025-12-25T17:15:53.358455
91000,article,50.00,0.0000,1,2,2025-12-25T17:15:53.358469
91000,collocation,33.33,-0.0150,1,3,2025-12-25T17:15:53.358478
92000,sv_agreement,60.00,0.7616,3,5,2025-12-25T17:32:50.329206
92000,article,50.00,0.0000,1,2,2025-12-25T17:32:50.329220
92000,collocation,33.33,-0.0001,1,3,2025-12-25T17:32:50.329230
93000,sv_agreement,60.00,0.8217,3,5,2025-12-25T17:49:45.562241
93000,article,50.00,0.0000,1,2,2025-12-25T17:49:45.562254
93000,collocation,0.00,-0.0000,0,3,2025-12-25T17:49:45.562263
94000,sv_agreement,60.00,1.0773,3,5,2025-12-25T18:06:41.281200
94000,article,50.00,0.0000,1,2,2025-12-25T18:06:41.281214
94000,collocation,33.33,-0.0001,1,3,2025-12-25T18:06:41.281223
95000,sv_agreement,60.00,0.4844,3,5,2025-12-25T18:23:39.019113
95000,article,50.00,0.0000,1,2,2025-12-25T18:23:39.019127
95000,collocation,33.33,-0.0000,1,3,2025-12-25T18:23:39.019136
96000,sv_agreement,60.00,0.1538,3,5,2025-12-25T18:40:34.374035
96000,article,50.00,0.0000,1,2,2025-12-25T18:40:34.374049
96000,collocation,33.33,-0.0000,1,3,2025-12-25T18:40:34.374057
97000,sv_agreement,60.00,0.1257,3,5,2025-12-25T18:57:28.060278
97000,article,50.00,0.0000,1,2,2025-12-25T18:57:28.060292
97000,collocation,33.33,-0.0001,1,3,2025-12-25T18:57:28.060302
98000,sv_agreement,60.00,0.3083,3,5,2025-12-25T19:14:22.214200
98000,article,50.00,0.0000,1,2,2025-12-25T19:14:22.214214
98000,collocation,33.33,-0.0000,1,3,2025-12-25T19:14:22.214223
99000,sv_agreement,60.00,0.6975,3,5,2025-12-25T19:31:17.565984
99000,article,50.00,0.0000,1,2,2025-12-25T19:31:17.565998
99000,collocation,0.00,-0.0000,0,3,2025-12-25T19:31:17.566008
100000,sv_agreement,60.00,0.7204,3,5,2025-12-25T19:48:12.223153
100000,article,50.00,0.0000,1,2,2025-12-25T19:48:12.223166
100000,collocation,33.33,-0.0000,1,3,2025-12-25T19:48:12.223176
101000,sv_agreement,60.00,0.5313,3,5,2025-12-25T20:05:07.279107
101000,article,50.00,0.0000,1,2,2025-12-25T20:05:07.279121
101000,collocation,33.33,-0.0000,1,3,2025-12-25T20:05:07.279130
102000,sv_agreement,60.00,0.5229,3,5,2025-12-25T20:22:02.027135
102000,article,50.00,0.0000,1,2,2025-12-25T20:22:02.027149
102000,collocation,0.00,-0.0004,0,3,2025-12-25T20:22:02.027158
103000,sv_agreement,60.00,-0.3615,3,5,2025-12-25T20:38:57.802025
103000,article,50.00,0.0000,1,2,2025-12-25T20:38:57.802040
103000,collocation,33.33,-0.0000,1,3,2025-12-25T20:38:57.802049
104000,sv_agreement,60.00,0.3760,3,5,2025-12-25T20:55:52.918501
104000,article,50.00,0.0000,1,2,2025-12-25T20:55:52.918514
104000,collocation,0.00,-0.0000,0,3,2025-12-25T20:55:52.918523
105000,sv_agreement,60.00,0.1169,3,5,2025-12-25T21:12:48.179753
105000,article,50.00,0.0000,1,2,2025-12-25T21:12:48.179767
105000,collocation,0.00,-0.0000,0,3,2025-12-25T21:12:48.179776
106000,sv_agreement,60.00,1.0203,3,5,2025-12-25T21:29:43.436434
106000,article,50.00,0.0000,1,2,2025-12-25T21:29:43.436448
106000,collocation,33.33,-0.0000,1,3,2025-12-25T21:29:43.436457
107000,sv_agreement,60.00,0.6893,3,5,2025-12-25T21:46:38.390476
107000,article,50.00,0.0001,1,2,2025-12-25T21:46:38.390489
107000,collocation,33.33,-0.0000,1,3,2025-12-25T21:46:38.390499
108000,sv_agreement,60.00,0.9819,3,5,2025-12-25T22:03:34.024457
108000,article,50.00,0.0000,1,2,2025-12-25T22:03:34.024471
108000,collocation,0.00,-0.0000,0,3,2025-12-25T22:03:34.024480
109000,sv_agreement,60.00,0.1596,3,5,2025-12-25T22:20:31.292608
109000,article,50.00,0.0000,1,2,2025-12-25T22:20:31.292634
109000,collocation,0.00,-0.0000,0,3,2025-12-25T22:20:31.292647
110000,sv_agreement,60.00,0.8740,3,5,2025-12-25T22:37:28.052093
110000,article,50.00,0.0000,1,2,2025-12-25T22:37:28.052107
110000,collocation,0.00,-0.0000,0,3,2025-12-25T22:37:28.052116
111000,sv_agreement,60.00,0.6897,3,5,2025-12-25T22:54:23.627844
111000,article,50.00,0.0000,1,2,2025-12-25T22:54:23.627859
111000,collocation,0.00,-0.0000,0,3,2025-12-25T22:54:23.627869
112000,sv_agreement,60.00,0.4220,3,5,2025-12-25T23:11:20.533384
112000,article,50.00,0.0000,1,2,2025-12-25T23:11:20.533397
112000,collocation,33.33,-0.0000,1,3,2025-12-25T23:11:20.533406
113000,sv_agreement,60.00,0.5550,3,5,2025-12-25T23:28:17.147378
113000,article,50.00,0.0000,1,2,2025-12-25T23:28:17.147392
113000,collocation,0.00,-0.0000,0,3,2025-12-25T23:28:17.147401
114000,sv_agreement,60.00,0.7774,3,5,2025-12-25T23:45:12.970017
114000,article,50.00,0.0000,1,2,2025-12-25T23:45:12.970031
114000,collocation,33.33,-0.0000,1,3,2025-12-25T23:45:12.970040
115000,sv_agreement,60.00,1.3393,3,5,2025-12-26T00:02:10.242774
115000,article,50.00,0.0000,1,2,2025-12-26T00:02:10.242789
115000,collocation,0.00,-0.0000,0,3,2025-12-26T00:02:10.242798
116000,sv_agreement,60.00,0.6559,3,5,2025-12-26T00:19:07.725292
116000,article,50.00,0.0000,1,2,2025-12-26T00:19:07.725306
116000,collocation,0.00,-0.0000,0,3,2025-12-26T00:19:07.725316
117000,sv_agreement,60.00,0.7089,3,5,2025-12-26T00:36:05.462806
117000,article,50.00,0.0002,1,2,2025-12-26T00:36:05.462819
117000,collocation,0.00,-0.0000,0,3,2025-12-26T00:36:05.462830
118000,sv_agreement,60.00,0.7022,3,5,2025-12-26T00:53:02.684729
118000,article,50.00,0.0000,1,2,2025-12-26T00:53:02.684743
118000,collocation,33.33,-0.0000,1,3,2025-12-26T00:53:02.684753
119000,sv_agreement,60.00,0.7735,3,5,2025-12-26T01:09:59.475007
119000,article,50.00,0.0000,1,2,2025-12-26T01:09:59.475022
119000,collocation,0.00,-0.0000,0,3,2025-12-26T01:09:59.475032
120000,sv_agreement,60.00,0.8372,3,5,2025-12-26T01:26:56.790760
120000,article,50.00,0.0001,1,2,2025-12-26T01:26:56.790774
120000,collocation,0.00,-0.0000,0,3,2025-12-26T01:26:56.790784
121000,sv_agreement,60.00,0.2384,3,5,2025-12-26T01:43:54.257358
121000,article,50.00,0.0000,1,2,2025-12-26T01:43:54.257371
121000,collocation,0.00,-0.0000,0,3,2025-12-26T01:43:54.257380
122000,sv_agreement,60.00,0.9208,3,5,2025-12-26T02:00:51.103131
122000,article,50.00,0.0000,1,2,2025-12-26T02:00:51.103145
122000,collocation,0.00,-0.0000,0,3,2025-12-26T02:00:51.103155
123000,sv_agreement,60.00,0.9955,3,5,2025-12-26T02:17:47.045201
123000,article,50.00,0.0000,1,2,2025-12-26T02:17:47.045216
123000,collocation,0.00,-0.0000,0,3,2025-12-26T02:17:47.045225
124000,sv_agreement,60.00,0.2411,3,5,2025-12-26T02:34:42.487864
124000,article,50.00,0.0000,1,2,2025-12-26T02:34:42.487878
124000,collocation,0.00,-0.0000,0,3,2025-12-26T02:34:42.487887
125000,sv_agreement,60.00,-0.4051,3,5,2025-12-26T02:51:38.144597
125000,article,50.00,0.0002,1,2,2025-12-26T02:51:38.144611
125000,collocation,0.00,-0.0000,0,3,2025-12-26T02:51:38.144628
126000,sv_agreement,60.00,1.0165,3,5,2025-12-26T03:08:34.459523
126000,article,50.00,0.0000,1,2,2025-12-26T03:08:34.459538
126000,collocation,0.00,-0.0000,0,3,2025-12-26T03:08:34.459547
127000,sv_agreement,60.00,1.1749,3,5,2025-12-26T03:25:29.835521
127000,article,50.00,0.0000,1,2,2025-12-26T03:25:29.835535
