step,loss,probe_accuracy,timestamp
176000,1.201286,0.9333,2026-01-01T17:51:33.799706
176500,1.210355,,2026-01-01T17:53:55.451296
177000,1.222927,,2026-01-01T17:56:15.413969
177000,1.222927,0.9333,2026-01-01T17:56:15.686176
177500,1.276682,,2026-01-01T17:58:37.402246
178000,1.219242,,2026-01-01T18:00:57.359311
178000,1.219242,0.9333,2026-01-01T18:00:57.624529
178500,1.193902,,2026-01-01T18:03:19.333788
179000,1.190025,,2026-01-01T18:05:39.286462
179000,1.190025,0.9333,2026-01-01T18:05:39.551799
179500,1.273793,,2026-01-01T18:08:01.340981
180000,1.265572,,2026-01-01T18:10:21.297843
180000,1.265572,0.9333,2026-01-01T18:10:21.562226
180500,1.141985,,2026-01-01T18:12:43.222989
181000,1.211886,,2026-01-01T18:15:03.170436
181000,1.211886,0.9333,2026-01-01T18:15:03.437289
181500,1.310641,,2026-01-01T18:17:25.025576
182000,1.223101,,2026-01-01T18:19:44.139400
182000,1.223101,0.9333,2026-01-01T18:19:44.417750
182500,1.158817,,2026-01-01T18:22:04.930915
183000,1.258157,,2026-01-01T18:24:23.531146
183000,1.258157,0.9333,2026-01-01T18:24:23.801080
183500,1.243273,,2026-01-01T18:26:44.434502
184000,1.354895,,2026-01-01T18:29:03.128623
184000,1.354895,0.9333,2026-01-01T18:29:03.398142
184500,1.217494,,2026-01-01T18:31:23.823228
185000,1.306196,,2026-01-01T18:33:41.848795
185000,1.306196,0.9333,2026-01-01T18:33:42.128630
185500,1.316953,,2026-01-01T18:36:02.401850
186000,1.264995,,2026-01-01T18:38:20.558364
186000,1.264995,0.9333,2026-01-01T18:38:20.817334
186500,1.242108,,2026-01-01T18:40:40.544062
187000,1.314111,,2026-01-01T18:42:59.989053
187000,1.314111,0.9333,2026-01-01T18:43:00.269383
187500,1.160135,,2026-01-01T18:45:21.045797
188000,1.141892,,2026-01-01T18:47:40.012332
188000,1.141892,0.9333,2026-01-01T18:47:40.276909
188500,1.261886,,2026-01-01T18:50:01.133013
189000,1.229172,,2026-01-01T18:52:19.935219
189000,1.229172,0.9333,2026-01-01T18:52:20.199412
189500,1.200977,,2026-01-01T18:54:40.196005
190000,1.241897,,2026-01-01T18:56:59.395310
190000,1.241897,0.9333,2026-01-01T18:56:59.654658
190500,1.202052,,2026-01-01T18:59:20.599633
191000,1.201508,,2026-01-01T19:01:39.444310
191000,1.201508,0.8667,2026-01-01T19:01:39.730993
191500,1.205654,,2026-01-01T19:03:59.769390
192000,1.105451,,2026-01-01T19:06:17.641036
192000,1.105451,0.9333,2026-01-01T19:06:17.892141
