step,loss,probe_accuracy,timestamp
176000,3.677529,0.8667,2026-01-01T18:00:53.361519
176500,3.735946,,2026-01-01T18:03:19.671573
177000,3.707965,,2026-01-01T18:05:43.720382
177000,3.707965,0.8667,2026-01-01T18:05:43.984154
177500,3.622536,,2026-01-01T18:08:09.175402
178000,3.706256,,2026-01-01T18:10:33.176458
178000,3.706256,0.8667,2026-01-01T18:10:33.430435
178500,3.611981,,2026-01-01T18:12:59.439158
179000,3.649191,,2026-01-01T18:15:23.788855
179000,3.649191,0.8667,2026-01-01T18:15:24.056182
