step,loss,perplexity,timestamp
16250,7.1411,1262.80,2025-12-28T14:18:02.760977
16300,7.3556,1564.95,2025-12-28T14:19:31.385884
16350,7.4757,1764.72,2025-12-28T14:20:59.540299
16400,7.6904,2187.34,2025-12-28T14:22:28.396964
16450,7.4301,1685.94,2025-12-28T14:23:56.348219
16500,7.6268,2052.47,2025-12-28T14:25:23.922092
16550,7.4944,1797.92,2025-12-28T14:26:51.974373
16600,7.4499,1719.67,2025-12-28T14:28:20.495360
16650,7.3492,1554.98,2025-12-28T14:29:48.873915
16700,7.2817,1453.47,2025-12-28T14:31:17.705488
16750,7.2575,1418.67,2025-12-28T14:32:46.781283
16800,7.4601,1737.38,2025-12-28T14:34:15.536944
16850,7.4427,1707.33,2025-12-28T14:35:44.390587
16900,7.4541,1726.87,2025-12-28T14:37:12.922686
16950,7.4421,1706.32,2025-12-28T14:38:41.112254
17000,7.4710,1756.29,2025-12-28T14:40:09.024693
17050,7.3934,1625.24,2025-12-28T14:41:52.387869
17100,7.3945,1627.08,2025-12-28T14:43:20.943059
17150,7.3913,1621.88,2025-12-28T14:44:48.665679
17200,7.3423,1544.22,2025-12-28T14:46:17.705147
17250,7.6186,2035.80,2025-12-28T14:47:46.305120
17300,7.6238,2046.25,2025-12-28T14:49:15.302442
17350,7.4336,1691.94,2025-12-28T14:50:44.349189
17400,7.3031,1484.83,2025-12-28T14:52:13.375409
17450,7.6396,2078.96,2025-12-28T14:53:42.343467
17500,7.5232,1850.48,2025-12-28T14:55:10.920714
17550,7.4505,1720.75,2025-12-28T14:56:39.852674
17600,7.4600,1737.20,2025-12-28T14:58:07.895773
17650,7.3225,1513.99,2025-12-28T14:59:35.698372
17700,7.3492,1555.03,2025-12-28T15:01:03.668092
17750,7.4328,1690.53,2025-12-28T15:02:31.883274
17800,7.4299,1685.58,2025-12-28T15:04:00.689925
17850,7.3573,1567.67,2025-12-28T15:05:29.375290
17900,7.5560,1912.21,2025-12-28T15:06:58.152529
17950,7.7684,2364.57,2025-12-28T15:08:27.197202
18000,7.3605,1572.66,2025-12-28T15:09:56.364945
18050,7.4113,1654.55,2025-12-28T15:11:40.785674
18100,7.4907,1791.31,2025-12-28T15:13:09.368654
18150,7.5050,1817.12,2025-12-28T15:14:37.669782
18200,7.3421,1543.90,2025-12-28T15:16:05.717671
18250,7.3395,1539.95,2025-12-28T15:17:34.053573
18300,7.5478,1896.53,2025-12-28T15:19:02.111247
18350,7.6555,2112.32,2025-12-28T15:20:30.692474
18400,7.6357,2070.91,2025-12-28T15:21:59.426946
18450,7.4529,1724.78,2025-12-28T15:23:28.062611
18500,7.4632,1742.69,2025-12-28T15:24:56.977714
18550,7.5451,1891.43,2025-12-28T15:26:26.073810
18600,7.1692,1298.77,2025-12-28T15:27:55.398405
18650,7.6577,2116.99,2025-12-28T15:29:24.727228
18700,7.4825,1776.72,2025-12-28T15:30:53.623989
18750,7.4413,1705.03,2025-12-28T15:32:22.473925
18800,7.3487,1554.25,2025-12-28T15:33:50.813584
18850,7.3277,1521.83,2025-12-28T15:35:19.027579
18900,7.6959,2199.32,2025-12-28T15:36:47.893372
18950,7.4168,1663.62,2025-12-28T15:38:17.108378
19000,7.4601,1737.29,2025-12-28T15:39:45.973131
19050,7.6831,2171.31,2025-12-28T15:41:29.372873
19100,7.6099,2018.16,2025-12-28T15:42:57.951801
19150,7.5845,1967.52,2025-12-28T15:44:26.632875
19200,7.4803,1772.82,2025-12-28T15:45:55.207984
19250,7.6421,2084.04,2025-12-28T15:47:24.493410
19300,7.4262,1679.38,2025-12-28T15:48:53.823656
19350,7.5046,1816.42,2025-12-28T15:50:22.908977
19400,7.5141,1833.68,2025-12-28T15:51:51.705523
19450,7.4955,1799.90,2025-12-28T15:53:19.833241
19500,7.4181,1665.83,2025-12-28T15:54:47.641688
19550,7.4597,1736.58,2025-12-28T15:56:15.740742
19600,7.4423,1706.66,2025-12-28T15:57:44.129751
19650,7.3996,1635.34,2025-12-28T15:59:12.521566
19700,7.3198,1509.87,2025-12-28T16:00:41.168681
19750,7.4795,1771.30,2025-12-28T16:02:09.775494
19800,7.4733,1760.34,2025-12-28T16:03:38.534218
19850,7.4009,1637.49,2025-12-28T16:05:06.652327
19900,7.4914,1792.55,2025-12-28T16:06:34.529777
19950,7.6313,2061.63,2025-12-28T16:08:03.114034
20000,7.4471,1714.93,2025-12-28T16:09:31.389715
20050,7.4112,1654.39,2025-12-28T16:11:16.436008
20100,7.4273,1681.26,2025-12-28T16:12:44.812190
20150,7.4484,1717.07,2025-12-28T16:14:13.627307
20200,7.3779,1600.25,2025-12-28T16:15:42.097297
20250,7.4418,1705.84,2025-12-28T16:17:10.262774
20300,7.5259,1855.48,2025-12-28T16:18:37.934504
20350,7.5675,1934.29,2025-12-28T16:20:05.916460
20400,7.6220,2042.62,2025-12-28T16:21:34.060912
20450,7.6355,2070.34,2025-12-28T16:23:02.035102
20500,7.7103,2231.28,2025-12-28T16:24:30.563527
20550,7.4997,1807.56,2025-12-28T16:25:58.892877
20600,7.7983,2436.55,2025-12-28T16:27:27.362185
20650,7.6093,2016.81,2025-12-28T16:28:55.693545
20700,7.6206,2039.82,2025-12-28T16:30:23.934348
20750,7.5210,1846.38,2025-12-28T16:31:51.641106
20800,7.3946,1627.24,2025-12-28T16:33:19.305554
20850,7.4688,1752.58,2025-12-28T16:34:47.501576
20900,7.3566,1566.57,2025-12-28T16:36:15.809077
20950,7.4655,1746.79,2025-12-28T16:37:43.889037
21000,7.6329,2065.02,2025-12-28T16:39:12.364152
21050,7.5049,1816.98,2025-12-28T16:40:56.503796
21100,7.5141,1833.76,2025-12-28T16:42:24.962232
21150,7.5128,1831.28,2025-12-28T16:43:53.756589
21200,7.3674,1583.44,2025-12-28T16:45:22.096512
21250,7.4630,1742.34,2025-12-28T16:46:50.273629
21300,7.5203,1845.12,2025-12-28T16:48:18.226591
21350,7.3834,1608.99,2025-12-28T16:49:46.415457
21400,7.3198,1509.97,2025-12-28T16:51:14.708012
21450,7.6432,2086.43,2025-12-28T16:52:43.083081
21500,7.5982,1994.70,2025-12-28T16:54:11.595552
21550,7.5842,1966.97,2025-12-28T16:55:40.939272
21600,7.5025,1812.65,2025-12-28T16:57:09.925380
21650,7.4619,1740.37,2025-12-28T16:58:38.266222
21700,7.5929,1984.07,2025-12-28T17:00:06.656730
21750,7.5052,1817.46,2025-12-28T17:01:34.612633
21800,7.5760,1950.89,2025-12-28T17:03:02.261091
21850,7.5821,1962.72,2025-12-28T17:04:30.348237
21900,7.4819,1775.68,2025-12-28T17:05:58.529002
21950,7.3340,1531.52,2025-12-28T17:07:26.403905
22000,7.5363,1874.92,2025-12-28T17:08:54.245677
22050,7.3525,1560.06,2025-12-28T17:10:37.883756
22100,7.4848,1780.83,2025-12-28T17:12:06.196796
22150,7.5011,1810.08,2025-12-28T17:13:34.526271
22200,7.2485,1406.01,2025-12-28T17:15:03.200703
22250,7.3314,1527.49,2025-12-28T17:16:31.651831
22300,7.5677,1934.71,2025-12-28T17:18:00.030218
22350,7.7354,2287.86,2025-12-28T17:19:28.513727
22400,7.3883,1617.03,2025-12-28T17:20:56.971340
22450,7.5414,1884.52,2025-12-28T17:22:24.970077
22500,7.3256,1518.62,2025-12-28T17:23:52.825347
22550,0.5914,1.81,2025-12-28T17:26:37.925449
22600,7.4434,1708.61,2025-12-28T17:31:19.181641
22650,7.3669,1582.73,2025-12-28T17:36:00.065587
22700,7.3335,1530.72,2025-12-28T17:40:37.885111
22750,7.6563,2113.84,2025-12-28T17:45:16.746959
22800,7.4418,1705.80,2025-12-28T17:49:57.959295
22850,7.3724,1591.42,2025-12-28T17:54:35.817078
22900,7.4492,1718.48,2025-12-28T17:59:18.719623
22950,7.2770,1446.70,2025-12-28T18:03:54.471421
23000,7.3755,1596.36,2025-12-28T18:08:32.015062
23050,7.3001,1480.48,2025-12-28T18:13:33.746768
23100,7.4273,1681.30,2025-12-28T18:18:18.816896
23150,7.3735,1593.17,2025-12-28T18:22:59.564991
23200,7.4024,1639.87,2025-12-28T18:27:36.254079
23250,7.4365,1696.81,2025-12-28T18:32:24.882336
23300,7.4836,1778.71,2025-12-28T18:37:08.095071
23350,7.5365,1875.23,2025-12-28T18:41:51.678249
23400,7.3796,1602.90,2025-12-28T18:46:42.052220
23450,7.4423,1706.71,2025-12-28T18:51:24.424228
23500,7.4451,1711.45,2025-12-28T18:56:01.840531
23550,7.5165,1838.14,2025-12-28T19:00:37.741076
23600,7.4556,1729.56,2025-12-28T19:05:21.615267
23650,7.3651,1579.86,2025-12-28T19:10:01.449764
23700,7.2968,1475.64,2025-12-28T19:14:43.603859
23750,7.4694,1753.64,2025-12-28T19:19:21.777825
23800,7.4190,1667.29,2025-12-28T19:24:08.799315
23850,7.5793,1957.17,2025-12-28T19:28:59.092017
23900,7.6932,2193.42,2025-12-28T19:33:43.731896
23950,7.5034,1814.12,2025-12-28T19:38:28.244741
24000,7.4075,1648.38,2025-12-28T19:43:17.350222
24050,7.3777,1599.93,2025-12-28T19:48:21.828197
24100,7.3575,1567.93,2025-12-28T19:53:13.652828
24150,7.5330,1868.61,2025-12-28T19:58:02.594770
24200,7.4798,1771.92,2025-12-28T20:03:01.143828
24250,7.4569,1731.82,2025-12-28T20:07:59.456916
24300,7.3127,1499.25,2025-12-28T20:12:49.073296
